node1,node2,node3,node4,node5,rela1,rela2,rela3,rela4
https://twitter.com/kuomintang,https://twitter.com/huihui25698,https://twitter.com/SabrinaPansy3,https://twitter.com/roclove2020,https://twitter.com/Jamie19298588,1,1,1,1
https://twitter.com/kuomintang,https://twitter.com/huihui25698,https://twitter.com/SabrinaPansy3,https://twitter.com/roclove2020,https://twitter.com/hulian19890604,1,1,1,1
https://twitter.com/kuomintang,https://twitter.com/huihui25698,https://twitter.com/SabrinaPansy3,https://twitter.com/roclove2020,https://twitter.com/greenwenx1,1,1,1,0
https://twitter.com/kuomintang,https://twitter.com/huihui25698,https://twitter.com/SabrinaPansy3,https://twitter.com/roclove2020,https://twitter.com/yuntao2017,1,1,1,1
https://twitter.com/kuomintang,https://twitter.com/huihui25698,https://twitter.com/SabrinaPansy3,https://twitter.com/roclove2020,https://twitter.com/chuenchiou,1,1,1,1
https://twitter.com/kuomintang,https://twitter.com/huihui25698,https://twitter.com/SabrinaPansy3,https://twitter.com/roclove2020,https://twitter.com/t58419845,1,1,1,0
https://twitter.com/kuomintang,https://twitter.com/huihui25698,https://twitter.com/SabrinaPansy3,https://twitter.com/roclove2020,https://twitter.com/Mero_JCG,1,1,1,1
https://twitter.com/kuomintang,https://twitter.com/huihui25698,https://twitter.com/SabrinaPansy3,https://twitter.com/roclove2020,https://twitter.com/F2Tonny,1,1,1,0
https://twitter.com/kuomintang,https://twitter.com/huihui25698,https://twitter.com/SabrinaPansy3,https://twitter.com/roclove2020,https://twitter.com/vMM5lrEYYrXgHf7,1,1,1,0
https://twitter.com/kuomintang,https://twitter.com/huihui25698,https://twitter.com/SabrinaPansy3,https://twitter.com/roclove2020,https://twitter.com/51_wrh,1,1,1,1
https://twitter.com/kuomintang,https://twitter.com/huihui25698,https://twitter.com/SabrinaPansy3,https://twitter.com/roclove2020,https://twitter.com/gfl_david,1,1,1,0
https://twitter.com/kuomintang,https://twitter.com/huihui25698,https://twitter.com/SabrinaPansy3,https://twitter.com/roclove2020,https://twitter.com/FengCongde,1,1,1,1
https://twitter.com/kuomintang,https://twitter.com/huihui25698,https://twitter.com/SabrinaPansy3,https://twitter.com/roclove2020,https://twitter.com/jennytancredi1,1,1,1,0
https://twitter.com/kuomintang,https://twitter.com/huihui25698,https://twitter.com/SabrinaPansy3,https://twitter.com/roclove2020,https://twitter.com/Fanduiducaita,1,1,1,0
https://twitter.com/kuomintang,https://twitter.com/huihui25698,https://twitter.com/SabrinaPansy3,https://twitter.com/roclove2020,https://twitter.com/guzhoududiao,1,1,1,0
https://twitter.com/kuomintang,https://twitter.com/huihui25698,https://twitter.com/SabrinaPansy3,https://twitter.com/roclove2020,https://twitter.com/zhug081662581,1,1,1,0
https://twitter.com/kuomintang,https://twitter.com/huihui25698,https://twitter.com/SabrinaPansy3,https://twitter.com/roclove2020,https://twitter.com/TracyLe38933230,1,1,1,0
https://twitter.com/kuomintang,https://twitter.com/huihui25698,https://twitter.com/SabrinaPansy3,https://twitter.com/roclove2020,https://twitter.com/fancygirl325,1,1,1,0
https://twitter.com/kuomintang,https://twitter.com/huihui25698,https://twitter.com/SabrinaPansy3,https://twitter.com/roclove2020,https://twitter.com/ygop16,1,1,1,0
https://twitter.com/kuomintang,https://twitter.com/huihui25698,https://twitter.com/SabrinaPansy3,https://twitter.com/roclove2020,https://twitter.com/zhizhouzaihe,1,1,1,0
